trial_id,status,duration_s,cfg_profile,cfg_seq_len,cfg_temperature,cfg_threshold,cfg_vocab_size,metric_argmax_sample_agreement,metric_avg_top_prob,metric_confident_entropy_avg,metric_median_top_prob,metric_p10_top_prob,metric_p90_top_prob,metric_skip_rate,metric_threshold,metric_uncertain_entropy_avg
token_confidence_threshold_t0043,completed,0.4116,natural,512,1.5,0.7,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.7,10.150615692138672
token_confidence_threshold_t0044,completed,0.4158,natural,512,1.5,0.8,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.8,10.150615692138672
token_confidence_threshold_t0045,completed,0.4128,natural,512,1.5,0.85,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.85,10.150615692138672
token_confidence_threshold_t0046,completed,0.3978,natural,512,1.5,0.9,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.9,10.150615692138672
token_confidence_threshold_t0047,completed,0.4141,natural,512,1.5,0.95,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.95,10.150615692138672
token_confidence_threshold_t0048,completed,0.3989,natural,512,1.5,0.99,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.99,10.150615692138672
token_confidence_threshold_t0049,completed,0.3984,natural,512,1.5,0.995,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.995,10.150615692138672
token_confidence_threshold_t0050,completed,0.3985,natural,512,1.5,0.999,32000,0.001953125,0.0005755103193223476,0,0.00043436966370791197,0.00032111559994518757,0.0009722835966385901,0.0,0.999,10.150615692138672
token_confidence_threshold_t0051,completed,0.4044,confident,512,0.3,0.5,32000,0.748046875,0.7490770220756531,0.049271173775196075,0.9998445510864258,0.07751934230327606,0.9999991655349731,0.7109375,0.5,5.4244489669799805
token_confidence_threshold_t0052,completed,0.4117,confident,512,0.3,0.6,32000,0.748046875,0.7490770220756531,0.01272797305136919,0.9998445510864258,0.07751934230327606,0.9999991655349731,0.703125,0.6,5.369546413421631
