trial_id,status,duration_s,cfg_budget_frac,cfg_experiment,cfg_max_new_tokens,cfg_model,cfg_policy,cfg_prompt,metric_avg_cache_tokens,metric_exact_token_match,metric_final_cache_tokens,metric_first_mismatch_index,metric_max_cache_tokens,metric_new_tokens,metric_peak_memory_mb,metric_prompt_tokens,metric_text_similarity,metric_token_match_rate,metric_tokens_per_second,metric_wall_time_s
e2e_kv_cache_qwen2.5_0.5b_t0022,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,creative,43.34375,0.0,55.0,1.0,55.0,32.0,966.0009765625,42.0,0.2828282828282828,0.0625,23.2330710731999,1.3773469679999835
e2e_kv_cache_qwen2.5_0.5b_t0023,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,creative,43.34375,0.0,55.0,17.0,55.0,32.0,966.0009765625,42.0,0.7129337539432177,0.53125,20.56489355209602,1.55604987300012
e2e_kv_cache_qwen2.5_0.5b_t0024,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,creative,51.53125,0.0,65.0,1.0,65.0,32.0,966.1416015625,42.0,0.2469879518072289,0.09375,22.182979114931005,1.4425474519994168
e2e_kv_cache_qwen2.5_0.5b_t0025,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,creative,51.53125,0.0,65.0,3.0,65.0,32.0,966.1416015625,42.0,0.3870967741935484,0.09375,22.574445383420695,1.417532057000244
e2e_kv_cache_qwen2.5_0.5b_t0026,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,creative,51.53125,0.0,65.0,3.0,65.0,32.0,966.1416015625,42.0,0.3870967741935484,0.09375,23.64987177798332,1.3530728749992704
e2e_kv_cache_qwen2.5_0.5b_t0027,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,creative,51.53125,0.0,65.0,25.0,65.0,32.0,966.1416015625,42.0,0.8734177215189873,0.78125,22.476345891824007,1.4237189690002197
e2e_kv_cache_qwen2.5_0.5b_t0028,completed,0.0001,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,instruction,42.5,1.0,58.0,-1.0,58.0,32.0,960.38818359375,27.0,1.0,1.0,23.241196018153502,1.3768654579998838
e2e_kv_cache_qwen2.5_0.5b_t0029,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.11970074812967581,0.09375,20.20557272183924,1.5837215029996514
e2e_kv_cache_qwen2.5_0.5b_t0030,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.41645244215938304,0.3125,19.438561932326685,1.6462123129995234
e2e_kv_cache_qwen2.5_0.5b_t0031,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.41645244215938304,0.3125,16.389479148156934,1.9524720529998376
e2e_kv_cache_qwen2.5_0.5b_t0032,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,instruction,31.96875,1.0,43.0,-1.0,43.0,32.0,960.64599609375,27.0,1.0,1.0,19.813606812686185,1.615051732000211
e2e_kv_cache_qwen2.5_0.5b_t0033,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.115,0.09375,17.87099303630617,1.7906111840002268
e2e_kv_cache_qwen2.5_0.5b_t0034,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.19895287958115182,0.09375,20.27418800452789,1.5783616090002397
e2e_kv_cache_qwen2.5_0.5b_t0035,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.19895287958115182,0.09375,18.273056894228603,1.7512121909994676
e2e_kv_cache_qwen2.5_0.5b_t0036,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,instruction,38.0,0.0,52.0,25.0,52.0,32.0,960.69287109375,27.0,0.8241206030150754,0.78125,16.184104678012417,1.977248703999976
e2e_kv_cache_qwen2.5_0.5b_t0037,completed,0.0001,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,multilingual,29.5,1.0,38.0,-1.0,38.0,18.0,958.4033203125,21.0,1.0,1.0,19.5616717744953,0.920166753000558
e2e_kv_cache_qwen2.5_0.5b_t0038,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,27.40625,0.0,39.0,2.0,39.0,32.0,958.5791015625,21.0,0.2926829268292683,0.1111111111111111,20.63180895593648,1.5510031169997092
e2e_kv_cache_qwen2.5_0.5b_t0039,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,27.40625,0.0,39.0,5.0,39.0,32.0,958.5791015625,21.0,0.42162162162162165,0.2777777777777778,24.71095882968912,1.2949720090000483
e2e_kv_cache_qwen2.5_0.5b_t0040,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,multilingual,27.40625,0.0,39.0,5.0,39.0,32.0,958.5791015625,21.0,0.42162162162162165,0.2777777777777778,19.733018183878848,1.6216475199998968
e2e_kv_cache_qwen2.5_0.5b_t0041,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,multilingual,21.5625,0.0,27.0,1.0,27.0,16.0,958.5791015625,21.0,0.5420560747663551,0.05555555555555555,22.504341998289906,0.7109739090001312
e2e_kv_cache_qwen2.5_0.5b_t0042,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,32.5625,0.0,46.0,2.0,46.0,32.0,958.6376953125,21.0,0.32558139534883723,0.1111111111111111,20.14382135752593,1.5885764390004624
e2e_kv_cache_qwen2.5_0.5b_t0043,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,32.5625,0.0,46.0,9.0,46.0,32.0,958.6376953125,21.0,0.5536723163841808,0.5,24.07339097627586,1.3292684870002631
e2e_kv_cache_qwen2.5_0.5b_t0044,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,sink_h2o,multilingual,32.5625,0.0,46.0,9.0,46.0,32.0,958.6376953125,21.0,0.5536723163841808,0.5,24.676464502642677,1.2967822030004754
e2e_kv_cache_qwen2.5_0.5b_t0045,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,hybrid,multilingual,27.2,0.0,36.0,8.0,36.0,20.0,958.6376953125,21.0,0.6611570247933884,0.4444444444444444,18.298491241717617,1.0929862870007128
