trial_id,status,duration_s,cfg_budget_frac,cfg_experiment,cfg_max_new_tokens,cfg_model,cfg_policy,cfg_prompt,metric_avg_cache_tokens,metric_exact_token_match,metric_final_cache_tokens,metric_first_mismatch_index,metric_max_cache_tokens,metric_new_tokens,metric_peak_memory_mb,metric_prompt_tokens,metric_text_similarity,metric_token_match_rate,metric_tokens_per_second,metric_wall_time_s
e2e_kv_cache_qwen2.5_0.5b_t0012,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,code_complex,102.4375,0.0,113.0,2.0,120.0,32.0,998.97802734375,120.0,0.3368421052631579,0.0625,18.429078383063494,1.7363863420000598
e2e_kv_cache_qwen2.5_0.5b_t0013,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,code_complex,102.4375,0.0,113.0,1.0,120.0,32.0,998.97802734375,120.0,0.3090909090909091,0.0625,16.07453736452864,1.9907260330001009
e2e_kv_cache_qwen2.5_0.5b_t0014,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,code_complex,102.4375,0.0,113.0,14.0,120.0,32.0,998.97802734375,120.0,0.8442211055276382,0.4375,17.187035884571596,1.8618684580001172
e2e_kv_cache_qwen2.5_0.5b_t0015,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,code_complex,102.4375,0.0,113.0,1.0,120.0,32.0,998.97802734375,120.0,0.3090909090909091,0.0625,15.445168211141771,2.0718453539998336
e2e_kv_cache_qwen2.5_0.5b_t0016,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,code_complex,71.5625,0.0,85.0,1.0,120.0,32.0,998.1337890625,120.0,0.3333333333333333,0.03125,13.519269216781131,2.366991846000019
e2e_kv_cache_qwen2.5_0.5b_t0017,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,code_complex,122.0,0.0,136.0,2.0,136.0,32.0,999.39990234375,120.0,0.41706161137440756,0.0625,13.94949980459008,2.293989064000016
e2e_kv_cache_qwen2.5_0.5b_t0018,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,code_complex,122.0,0.0,136.0,1.0,136.0,32.0,999.39990234375,120.0,0.2723735408560311,0.0625,15.59442611487799,2.052015236999978
e2e_kv_cache_qwen2.5_0.5b_t0019,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,code_complex,122.0,1.0,136.0,-1.0,136.0,32.0,999.39990234375,120.0,1.0,1.0,14.166058879657003,2.258920443000079
e2e_kv_cache_qwen2.5_0.5b_t0020,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,code_complex,122.0,0.0,136.0,1.0,136.0,32.0,999.39990234375,120.0,0.2723735408560311,0.0625,15.323886278117898,2.088243114000079
e2e_kv_cache_qwen2.5_0.5b_t0021,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,code_complex,82.21875,0.0,96.0,1.0,120.0,32.0,998.41552734375,120.0,0.36036036036036034,0.0625,15.514463507930428,2.0625914640002065
e2e_kv_cache_qwen2.5_0.5b_t0022,completed,0.0003,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,reasoning,67.5,1.0,83.0,-1.0,83.0,32.0,970.1455078125,52.0,1.0,1.0,16.365291571543178,1.9553577679998853
e2e_kv_cache_qwen2.5_0.5b_t0023,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,reasoning,21.625,0.0,25.0,1.0,52.0,32.0,970.2861328125,52.0,0.273972602739726,0.0625,16.190199754861062,1.9765043350000724
e2e_kv_cache_qwen2.5_0.5b_t0024,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,21.625,0.0,25.0,1.0,52.0,32.0,970.2861328125,52.0,0.0380952380952381,0.0625,16.680515612626525,1.918405926000105
e2e_kv_cache_qwen2.5_0.5b_t0025,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,21.625,0.0,25.0,1.0,52.0,32.0,970.2861328125,52.0,0.5170068027210885,0.0625,16.708033556118885,1.915246333000141
e2e_kv_cache_qwen2.5_0.5b_t0026,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,21.625,0.0,25.0,1.0,52.0,32.0,970.2861328125,52.0,0.0380952380952381,0.0625,18.38020264329672,1.7410036559999753
e2e_kv_cache_qwen2.5_0.5b_t0027,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,18.46875,0.0,18.0,1.0,52.0,32.0,970.2158203125,52.0,0.25120772946859904,0.03125,16.94611761657241,1.8883381269999973
e2e_kv_cache_qwen2.5_0.5b_t0028,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,reasoning,34.8125,0.0,42.0,1.0,52.0,32.0,970.4384765625,52.0,0.3316062176165803,0.0625,16.593739850577617,1.9284380910000891
e2e_kv_cache_qwen2.5_0.5b_t0029,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,32.4,0.0,28.0,2.0,52.0,5.0,970.4384765625,52.0,0.21951219512195122,0.0625,15.540796516367536,0.32173383099984676
e2e_kv_cache_qwen2.5_0.5b_t0030,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,34.8125,0.0,42.0,1.0,52.0,32.0,970.4384765625,52.0,0.3576158940397351,0.15625,17.49368526616022,1.82923149200019
e2e_kv_cache_qwen2.5_0.5b_t0031,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,32.4,0.0,28.0,2.0,52.0,5.0,970.4384765625,52.0,0.21951219512195122,0.0625,17.192462367860593,0.29082512400009364
e2e_kv_cache_qwen2.5_0.5b_t0032,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,28.65625,0.0,34.0,1.0,52.0,32.0,970.2861328125,52.0,0.3103448275862069,0.03125,18.067550441535325,1.771131073000106
e2e_kv_cache_qwen2.5_0.5b_t0033,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,reasoning,50.90625,0.0,62.0,10.0,62.0,32.0,970.73193359375,52.0,0.5485714285714286,0.3125,18.052945568187912,1.7725639220000176
e2e_kv_cache_qwen2.5_0.5b_t0034,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,50.90625,0.0,62.0,4.0,62.0,32.0,970.73193359375,52.0,0.5084745762711864,0.34375,17.394840860779198,1.8396259129999635
e2e_kv_cache_qwen2.5_0.5b_t0035,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,50.90625,1.0,62.0,-1.0,62.0,32.0,970.73193359375,52.0,1.0,1.0,17.154804814979123,1.8653666039999734
e2e_kv_cache_qwen2.5_0.5b_t0036,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,50.90625,0.0,62.0,4.0,62.0,32.0,970.73193359375,52.0,0.5084745762711864,0.34375,18.140844147730828,1.7639752449999833
e2e_kv_cache_qwen2.5_0.5b_t0037,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,39.40625,0.0,54.0,1.0,54.0,32.0,970.3916015625,52.0,0.21052631578947367,0.15625,14.554555892966395,2.198624281999855
e2e_kv_cache_qwen2.5_0.5b_t0038,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,reasoning,60.5625,0.0,74.0,4.0,74.0,32.0,970.87255859375,52.0,0.48044692737430167,0.25,17.053084353370657,1.8764933859999928
e2e_kv_cache_qwen2.5_0.5b_t0039,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,59.7,0.0,73.0,10.0,73.0,30.0,970.87255859375,52.0,0.5151515151515151,0.3125,15.812990455678698,1.89717435700004
e2e_kv_cache_qwen2.5_0.5b_t0040,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,60.5625,1.0,74.0,-1.0,74.0,32.0,970.87255859375,52.0,1.0,1.0,17.683795810591988,1.8095662459998039
e2e_kv_cache_qwen2.5_0.5b_t0041,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,59.7,0.0,73.0,10.0,73.0,30.0,970.87255859375,52.0,0.5151515151515151,0.3125,15.650359296070908,1.9168888990000141
e2e_kv_cache_qwen2.5_0.5b_t0042,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,43.28125,0.0,58.0,3.0,58.0,32.0,970.45068359375,52.0,0.4,0.125,16.507706685286635,1.938488525999901
e2e_kv_cache_qwen2.5_0.5b_t0043,completed,0.0003,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,creative,57.5,1.0,73.0,-1.0,73.0,32.0,965.60205078125,42.0,1.0,1.0,17.717515124683455,1.8061223469999277
e2e_kv_cache_qwen2.5_0.5b_t0044,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,creative,18.40625,0.0,22.0,1.0,42.0,32.0,965.71923828125,42.0,0.273972602739726,0.03125,17.044101176635714,1.8774824010001794
e2e_kv_cache_qwen2.5_0.5b_t0045,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,creative,18.40625,0.0,22.0,1.0,42.0,32.0,965.71923828125,42.0,0.07390300230946882,0.03125,17.757379126618762,1.8020677360000263
e2e_kv_cache_qwen2.5_0.5b_t0046,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,creative,18.40625,0.0,22.0,6.0,42.0,32.0,965.71923828125,42.0,0.3684210526315789,0.21875,16.408112585166755,1.950254780000023
e2e_kv_cache_qwen2.5_0.5b_t0047,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,creative,18.40625,0.0,22.0,1.0,42.0,32.0,965.71923828125,42.0,0.07390300230946882,0.03125,17.23484056412503,1.8567041500000414
e2e_kv_cache_qwen2.5_0.5b_t0048,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,creative,15.5625,0.0,16.0,1.0,42.0,32.0,965.64892578125,42.0,0.3767123287671233,0.125,17.24810340353505,1.8552764470000511
e2e_kv_cache_qwen2.5_0.5b_t0049,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,creative,29.65625,0.0,37.0,1.0,42.0,32.0,965.82470703125,42.0,0.3583061889250814,0.03125,17.35702050622696,1.843634394999981
e2e_kv_cache_qwen2.5_0.5b_t0050,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,creative,29.65625,0.0,37.0,1.0,42.0,32.0,965.82470703125,42.0,0.2588996763754045,0.09375,16.62638264744728,1.9246519630000876
e2e_kv_cache_qwen2.5_0.5b_t0051,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,creative,29.65625,0.0,37.0,13.0,42.0,32.0,965.82470703125,42.0,0.6389776357827476,0.40625,14.991615412031633,2.1345264750000297
e2e_kv_cache_qwen2.5_0.5b_t0052,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,creative,29.65625,0.0,37.0,1.0,42.0,32.0,965.82470703125,42.0,0.2588996763754045,0.09375,16.13992328956771,1.9826612199999545
e2e_kv_cache_qwen2.5_0.5b_t0053,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,creative,24.6875,0.0,33.0,1.0,42.0,32.0,965.71923828125,42.0,0.3277591973244147,0.0625,14.930886886613639,2.1432082530000116
e2e_kv_cache_qwen2.5_0.5b_t0054,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,creative,43.34375,0.0,55.0,2.0,55.0,32.0,966.0009765625,42.0,0.30618892508143325,0.0625,14.493455544916342,2.207893065999997
e2e_kv_cache_qwen2.5_0.5b_t0055,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,creative,43.34375,0.0,55.0,1.0,55.0,32.0,966.0009765625,42.0,0.2828282828282828,0.0625,15.328220260900677,2.087652672999866
e2e_kv_cache_qwen2.5_0.5b_t0056,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,creative,43.34375,0.0,55.0,25.0,55.0,32.0,966.0009765625,42.0,0.8734177215189873,0.78125,17.201244182977028,1.8603305470001033
e2e_kv_cache_qwen2.5_0.5b_t0057,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,creative,43.34375,0.0,55.0,1.0,55.0,32.0,966.0009765625,42.0,0.2828282828282828,0.0625,14.984103123846367,2.135596620999877
e2e_kv_cache_qwen2.5_0.5b_t0058,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,creative,33.28125,0.0,48.0,1.0,48.0,32.0,965.76611328125,42.0,0.5705128205128205,0.0625,14.090187955490837,2.271083969999836
e2e_kv_cache_qwen2.5_0.5b_t0059,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,creative,51.53125,0.0,65.0,1.0,65.0,32.0,966.1416015625,42.0,0.2469879518072289,0.09375,13.769408770713584,2.323992303000068
e2e_kv_cache_qwen2.5_0.5b_t0060,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,creative,51.53125,0.0,65.0,3.0,65.0,32.0,966.1416015625,42.0,0.3870967741935484,0.09375,15.72008351618614,2.035612594999975
e2e_kv_cache_qwen2.5_0.5b_t0061,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,creative,51.53125,0.0,65.0,15.0,65.0,32.0,966.1416015625,42.0,0.5833333333333334,0.53125,14.865896057080125,2.152577946000065
e2e_kv_cache_qwen2.5_0.5b_t0062,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,creative,51.53125,0.0,65.0,3.0,65.0,32.0,966.1416015625,42.0,0.3870967741935484,0.09375,14.990522904756169,2.1346820389999266
e2e_kv_cache_qwen2.5_0.5b_t0063,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,creative,37.15625,0.0,52.0,1.0,52.0,32.0,965.82470703125,42.0,0.5686274509803921,0.0625,14.951953362693382,2.140188590999969
e2e_kv_cache_qwen2.5_0.5b_t0064,completed,0.0001,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,instruction,42.5,1.0,58.0,-1.0,58.0,32.0,960.38818359375,27.0,1.0,1.0,16.40308553643991,1.9508524740001576
e2e_kv_cache_qwen2.5_0.5b_t0065,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,13.59375,0.0,18.0,1.0,27.0,32.0,960.49365234375,27.0,0.0851063829787234,0.03125,16.88197548686248,1.8955127629999424
e2e_kv_cache_qwen2.5_0.5b_t0066,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,13.59375,0.0,18.0,2.0,27.0,32.0,960.49365234375,27.0,0.14184397163120568,0.0625,15.25316751757353,2.0979249039999104
e2e_kv_cache_qwen2.5_0.5b_t0067,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,instruction,13.59375,0.0,18.0,2.0,27.0,32.0,960.49365234375,27.0,0.09375,0.0625,12.304591810845327,2.600655145000019
e2e_kv_cache_qwen2.5_0.5b_t0068,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,instruction,13.59375,0.0,18.0,2.0,27.0,32.0,960.49365234375,27.0,0.14184397163120568,0.0625,14.489043962027731,2.208565318999945
e2e_kv_cache_qwen2.5_0.5b_t0069,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,instruction,11.3125,0.0,14.0,2.0,27.0,32.0,960.44677734375,27.0,0.11634349030470914,0.09375,15.794400965803247,2.0260344200000873
e2e_kv_cache_qwen2.5_0.5b_t0070,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,21.90625,0.0,29.0,2.0,29.0,32.0,960.54052734375,27.0,0.09223300970873786,0.09375,15.694731600539418,2.03890074800006
e2e_kv_cache_qwen2.5_0.5b_t0071,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,21.90625,0.0,29.0,2.0,29.0,32.0,960.54052734375,27.0,0.09045226130653267,0.0625,16.56821242873097,1.9314093259999936
e2e_kv_cache_qwen2.5_0.5b_t0072,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,instruction,21.90625,0.0,29.0,2.0,29.0,32.0,960.54052734375,27.0,0.15466666666666667,0.125,14.10335154703576,2.2689642170003026
e2e_kv_cache_qwen2.5_0.5b_t0073,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,instruction,21.90625,0.0,29.0,2.0,29.0,32.0,960.54052734375,27.0,0.09045226130653267,0.0625,17.10694119618435,1.8705857250001827
e2e_kv_cache_qwen2.5_0.5b_t0074,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,instruction,18.46875,0.0,21.0,2.0,28.0,32.0,960.47021484375,27.0,0.10027855153203342,0.0625,14.377438401758987,2.2257094139999936
e2e_kv_cache_qwen2.5_0.5b_t0075,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.11970074812967581,0.09375,14.442261436451004,2.215719480000189
e2e_kv_cache_qwen2.5_0.5b_t0076,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.41645244215938304,0.3125,15.838405727537534,2.020405371000379
e2e_kv_cache_qwen2.5_0.5b_t0077,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,instruction,31.96875,0.0,43.0,16.0,43.0,32.0,960.64599609375,27.0,0.5558312655086849,0.53125,15.866789677060874,2.0167910870000014
e2e_kv_cache_qwen2.5_0.5b_t0078,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,instruction,31.96875,0.0,43.0,2.0,43.0,32.0,960.64599609375,27.0,0.41645244215938304,0.3125,14.585964143672522,2.1938899399997354
e2e_kv_cache_qwen2.5_0.5b_t0079,completed,0.0000,0.75,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,instruction,27.0,0.0,42.0,2.0,42.0,32.0,960.51708984375,27.0,0.10526315789473684,0.0625,16.083930622367706,1.9895634190002056
e2e_kv_cache_qwen2.5_0.5b_t0080,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.115,0.09375,16.443207020262484,1.9460923870001352
e2e_kv_cache_qwen2.5_0.5b_t0081,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.19895287958115182,0.09375,15.022755455930552,2.13010190399973
e2e_kv_cache_qwen2.5_0.5b_t0082,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.9624060150375939,0.0625,15.508780222497668,2.063347313000122
e2e_kv_cache_qwen2.5_0.5b_t0083,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,instruction,38.0,0.0,52.0,2.0,52.0,32.0,960.69287109375,27.0,0.19895287958115182,0.09375,15.267361883862808,2.0959744220003813
e2e_kv_cache_qwen2.5_0.5b_t0084,completed,0.0000,0.9,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,instruction,28.9375,0.0,44.0,2.0,44.0,32.0,960.54052734375,27.0,0.1078167115902965,0.0625,14.501371772669353,2.206687788000181
e2e_kv_cache_qwen2.5_0.5b_t0085,completed,0.0002,1.0,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,full,multilingual,29.5,1.0,38.0,-1.0,38.0,18.0,958.4033203125,21.0,1.0,1.0,15.263730241773398,1.1792661240001507
e2e_kv_cache_qwen2.5_0.5b_t0086,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,11.366666666666667,0.0,15.0,1.0,21.0,30.0,958.4853515625,21.0,0.336,0.05555555555555555,14.454317505097046,2.0755044289999205
e2e_kv_cache_qwen2.5_0.5b_t0087,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,11.65625,0.0,16.0,1.0,21.0,32.0,958.4853515625,21.0,0.13186813186813187,0.05555555555555555,13.7012089848743,2.3355603170002723
e2e_kv_cache_qwen2.5_0.5b_t0088,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,multilingual,11.65625,0.0,16.0,1.0,21.0,32.0,958.4853515625,21.0,0.2375,0.05555555555555555,9.288946102063418,3.444954857999619
e2e_kv_cache_qwen2.5_0.5b_t0089,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,multilingual,11.65625,0.0,16.0,1.0,21.0,32.0,958.4853515625,21.0,0.13186813186813187,0.05555555555555555,8.15030577312435,3.926233062999927
e2e_kv_cache_qwen2.5_0.5b_t0090,completed,0.0000,0.3,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,multilingual,10.15625,0.0,14.0,1.0,21.0,32.0,958.4619140625,21.0,0.22641509433962265,0.05555555555555555,8.106490135522684,3.947454380999716
e2e_kv_cache_qwen2.5_0.5b_t0091,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,window,multilingual,18.8125,0.0,26.0,1.0,26.0,32.0,958.5322265625,21.0,0.2169811320754717,0.05555555555555555,10.12408042277609,3.1607808969997677
e2e_kv_cache_qwen2.5_0.5b_t0092,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,h2o,multilingual,18.8125,0.0,26.0,1.0,26.0,32.0,958.5322265625,21.0,0.2094240837696335,0.05555555555555555,8.422210758698325,3.799477467000088
e2e_kv_cache_qwen2.5_0.5b_t0093,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,snapkv,multilingual,18.8125,0.0,26.0,1.0,26.0,32.0,958.5322265625,21.0,0.32967032967032966,0.05555555555555555,8.966792413760459,3.568723186999705
e2e_kv_cache_qwen2.5_0.5b_t0094,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,pyramid,multilingual,18.8125,0.0,26.0,1.0,26.0,32.0,958.5322265625,21.0,0.2094240837696335,0.05555555555555555,15.780329084725995,2.027841107000313
e2e_kv_cache_qwen2.5_0.5b_t0095,completed,0.0000,0.5,e2e_kv_cache,32,Qwen/Qwen2.5-0.5B,adaptive,multilingual,15.59375,0.0,21.0,1.0,24.0,32.0,958.4619140625,21.0,0.1871345029239766,0.05555555555555555,15.351751587385916,2.0844526969999606
