trial_id,status,duration_s,cfg_budget_frac,cfg_experiment,cfg_max_new_tokens,cfg_model,cfg_policy,cfg_prompt,metric_avg_cache_tokens,metric_avg_logprob_delta_vs_full,metric_final_cache_tokens,metric_max_cache_tokens,metric_mean_logprob,metric_nll,metric_nll_delta_vs_full,metric_peak_memory_mb,metric_perplexity,metric_perplexity_ratio_vs_full,metric_prompt_tokens,metric_scored_tokens,metric_tokens_per_second,metric_top1_match_delta_vs_full,metric_top1_match_rate,metric_total_logprob,metric_wall_time_s
e2e_kv_logprob_qwen2.5_0.5b_t0011,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,code_complex,54.125,-0.7783528788336298,67.0,120.0,-1.1742704808607414,1.1742704808607414,0.7783528788336298,998.32666015625,3.2357815180421614,2.177882073907814,120.0,32.0,15.904139785460126,-0.15625,0.84375,-37.576655387543724,2.012054750000061
e2e_kv_logprob_qwen2.5_0.5b_t0012,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,code_complex,102.4375,-2.1856463517298153,113.0,120.0,-2.581563953756927,2.581563953756927,2.1856463517298153,999.5576171875,13.217794021660058,8.896396896968811,120.0,32.0,15.275195764499307,-0.5,0.5,-82.61004652022166,2.094899501999862
e2e_kv_logprob_qwen2.5_0.5b_t0013,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,code_complex,102.4375,-1.3417044168181746,113.0,120.0,-1.7376220188452862,1.7376220188452862,1.3417044168181746,999.5576171875,5.683811343272603,3.8255582977299163,120.0,32.0,15.70825403786434,-0.28125,0.71875,-55.60390460304916,2.0371455619997505
e2e_kv_logprob_qwen2.5_0.5b_t0014,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,code_complex,102.4375,-6.662639088972355e-05,113.0,120.0,-0.3959842284180013,0.3959842284180013,6.662639088972355e-05,999.5576171875,1.4858458832264072,1.000066628610477,120.0,32.0,15.239347266582158,-0.03125,0.96875,-12.671495309376041,2.099827469000047
e2e_kv_logprob_qwen2.5_0.5b_t0015,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,code_complex,102.4375,-1.3417044168181746,113.0,120.0,-1.7376220188452862,1.7376220188452862,1.3417044168181746,999.5576171875,5.683811343272603,3.8255582977299163,120.0,32.0,16.045356266988552,-0.28125,0.71875,-55.60390460304916,1.994346492999739
e2e_kv_logprob_qwen2.5_0.5b_t0016,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,code_complex,71.5625,-0.7124230935642117,85.0,120.0,-1.1083406955913233,1.1083406955913233,0.7124230935642117,998.71337890625,3.0293276451008184,2.038925785771325,120.0,32.0,17.290831703884972,-0.1875,0.8125,-35.466902258922346,1.8506917740000972
e2e_kv_logprob_qwen2.5_0.5b_t0017,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,code_complex,122.0,-2.304377771299727,136.0,136.0,-2.7002953733268384,2.7002953733268384,2.304377771299727,999.9794921875,14.884127449892876,10.017942861140526,120.0,32.0,19.54802815943016,-0.46875,0.53125,-86.40945194645883,1.6369937539998318
e2e_kv_logprob_qwen2.5_0.5b_t0018,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,code_complex,122.0,-0.5072128060292016,136.0,136.0,-0.9031304080563132,0.9031304080563132,0.5072128060292016,999.9794921875,2.467314736521056,1.6606561677282483,120.0,32.0,19.28163932859055,-0.1875,0.8125,-28.90017305780202,1.6596099250000407
e2e_kv_logprob_qwen2.5_0.5b_t0019,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,code_complex,122.0,-0.004032279194689181,136.0,136.0,-0.39994988122180075,0.39994988122180075,0.004032279194689181,999.9794921875,1.491749931083757,1.0040404197704549,120.0,32.0,18.08730393088105,0.0,1.0,-12.798396199097624,1.7691967869996006
e2e_kv_logprob_qwen2.5_0.5b_t0020,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,code_complex,122.0,-0.5072128060292016,136.0,136.0,-0.9031304080563132,0.9031304080563132,0.5072128060292016,999.9794921875,2.467314736521056,1.6606561677282483,120.0,32.0,19.889071315179418,-0.1875,0.8125,-28.90017305780202,1.6089237900000626
e2e_kv_logprob_qwen2.5_0.5b_t0021,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,code_complex,82.21875,-0.6547993531276006,96.0,120.0,-1.0507169551547122,1.0507169551547122,0.6547993531276006,998.9951171875,2.8597006603898034,1.9247562823010538,120.0,32.0,19.847333873681766,-0.1875,0.8125,-33.62294256495079,1.6123072350001166
e2e_kv_logprob_qwen2.5_0.5b_t0022,completed,0.0000,1.0,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,full,reasoning,67.5,0.0,83.0,83.0,-0.06943577620563701,0.06943577620563701,0.0,970.953125,1.071903217302281,1.0,52.0,32.0,22.49513067941053,0.0,1.0,-2.2219448385803844,1.4225300779999088
e2e_kv_logprob_qwen2.5_0.5b_t0023,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,reasoning,21.625,-3.1035294766817145,25.0,52.0,-3.1729652528873515,3.1729652528873515,3.1035294766817145,970.953125,23.878184338015632,22.276436857901405,52.0,32.0,18.033718583643477,-0.53125,0.46875,-101.53488809239525,1.7744537739999942
e2e_kv_logprob_qwen2.5_0.5b_t0024,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,21.625,-2.8787421407234888,25.0,52.0,-2.948177916929126,2.948177916929126,2.8787421407234888,970.953125,19.071172789892685,17.791879417892012,52.0,32.0,15.343440546375298,-0.75,0.25,-94.34169334173203,2.0855817769997884
e2e_kv_logprob_qwen2.5_0.5b_t0025,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,21.625,-0.9361475227253777,25.0,52.0,-1.0055832989310147,1.0055832989310147,0.9361475227253777,970.953125,2.733501256257019,2.550138120805883,52.0,32.0,15.391949974377434,-0.28125,0.71875,-32.17866556579247,2.0790088359999572
e2e_kv_logprob_qwen2.5_0.5b_t0026,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,21.625,-2.8787421407234888,25.0,52.0,-2.948177916929126,2.948177916929126,2.8787421407234888,970.953125,19.071172789892685,17.791879417892012,52.0,32.0,16.36711995074789,-0.75,0.25,-94.34169334173203,1.9551393339997958
e2e_kv_logprob_qwen2.5_0.5b_t0027,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,18.46875,-1.767739976936582,18.0,52.0,-1.837175753142219,1.837175753142219,1.767739976936582,970.953125,6.278780370764566,5.857600079386574,52.0,32.0,14.574191976944306,-0.375,0.625,-58.78962410055101,2.1956620339997244
e2e_kv_logprob_qwen2.5_0.5b_t0028,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,reasoning,34.8125,-3.45760934413579,42.0,52.0,-3.527045120341427,3.527045120341427,3.45760934413579,971.01806640625,34.02328422388971,31.741003921527557,52.0,32.0,16.224636525765103,-0.65625,0.34375,-112.86544385092566,1.9723092070003077
e2e_kv_logprob_qwen2.5_0.5b_t0029,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,34.8125,-2.26280163857723,42.0,52.0,-2.332237414782867,2.332237414782867,2.26280163857723,971.01806640625,10.30096329637977,9.609975163900321,52.0,32.0,16.18508461605243,-0.5625,0.4375,-74.63159727305174,1.9771289899999829
e2e_kv_logprob_qwen2.5_0.5b_t0030,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,34.8125,-0.42518172987024627,42.0,52.0,-0.4946175060758833,0.4946175060758833,0.42518172987024627,971.01806640625,1.639870878436542,1.5298684171913364,52.0,32.0,15.425580185727858,-0.125,0.875,-15.827760194428265,2.0744762670001364
e2e_kv_logprob_qwen2.5_0.5b_t0031,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,34.8125,-2.26280163857723,42.0,52.0,-2.332237414782867,2.332237414782867,2.26280163857723,971.01806640625,10.30096329637977,9.609975163900321,52.0,32.0,16.60485752337186,-0.5625,0.4375,-74.63159727305174,1.9271469180002896
e2e_kv_logprob_qwen2.5_0.5b_t0032,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,28.90625,-1.301020082088371,35.0,52.0,-1.370455858294008,1.370455858294008,1.301020082088371,970.953125,3.93714506668326,3.6730415611514755,52.0,32.0,15.446456058621923,-0.3125,0.6875,-43.85458746540826,2.071672613999908
e2e_kv_logprob_qwen2.5_0.5b_t0033,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,reasoning,50.90625,-1.061266613465662,62.0,62.0,-1.130702389671299,1.130702389671299,1.061266613465662,971.3115234375,3.09783162107811,2.8900292219241552,52.0,32.0,15.598268938817453,-0.3125,0.6875,-36.18247646948157,2.0515096980002454
e2e_kv_logprob_qwen2.5_0.5b_t0034,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,50.90625,-1.2043518116463474,62.0,62.0,-1.2737875878519844,1.2737875878519844,1.2043518116463474,971.3115234375,3.574365178219125,3.3345969305092025,52.0,32.0,16.91860525680527,-0.21875,0.78125,-40.7612028112635,1.8914088670003366
e2e_kv_logprob_qwen2.5_0.5b_t0035,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,50.90625,-0.019821630375417953,62.0,62.0,-0.08925740658105497,0.08925740658105497,0.019821630375417953,971.3115234375,1.0933620586967499,1.020019383324994,52.0,32.0,17.193226437452488,0.0,1.0,-2.856237010593759,1.8611980779996884
e2e_kv_logprob_qwen2.5_0.5b_t0036,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,50.90625,-1.2043518116463474,62.0,62.0,-1.2737875878519844,1.2737875878519844,1.2043518116463474,971.3115234375,3.574365178219125,3.3345969305092025,52.0,32.0,17.363563592004624,-0.21875,0.78125,-40.7612028112635,1.8429396609999458
e2e_kv_logprob_qwen2.5_0.5b_t0037,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,39.40625,-0.9722277205294176,54.0,54.0,-1.0416634967350547,1.0416634967350547,0.9722277205294176,970.97119140625,2.8339273243241188,2.643827612959706,52.0,32.0,17.4217071109307,-0.28125,0.71875,-33.33323189552175,1.8367890009999428
e2e_kv_logprob_qwen2.5_0.5b_t0038,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,reasoning,60.5625,-1.0275289581257567,74.0,74.0,-1.0969647343313937,1.0969647343313937,1.0275289581257567,971.4521484375,2.9950614064076215,2.7941528284106285,52.0,32.0,17.03090718422004,-0.3125,0.6875,-35.1028714986046,1.878936903000067
e2e_kv_logprob_qwen2.5_0.5b_t0039,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,reasoning,60.5625,-0.5787443850447289,74.0,74.0,-0.6481801612503659,0.6481801612503659,0.5787443850447289,971.4521484375,1.912058023620057,1.7837972615029933,52.0,32.0,16.873344929187073,-0.15625,0.84375,-20.74176516001171,1.896482300000116
e2e_kv_logprob_qwen2.5_0.5b_t0040,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,reasoning,60.5625,-0.015700191227324467,74.0,74.0,-0.08513596743296148,0.08513596743296148,0.015700191227324467,971.4521484375,1.088865106827269,1.0158240867749952,52.0,32.0,15.674445259521253,0.0,1.0,-2.7243509578547673,2.041539555000327
e2e_kv_logprob_qwen2.5_0.5b_t0041,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,reasoning,60.5625,-0.5787443850447289,74.0,74.0,-0.6481801612503659,0.6481801612503659,0.5787443850447289,971.4521484375,1.912058023620057,1.7837972615029933,52.0,32.0,15.315852039343358,-0.15625,0.84375,-20.74176516001171,2.0893385439999292
e2e_kv_logprob_qwen2.5_0.5b_t0042,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,reasoning,43.28125,-0.8525132636989383,58.0,58.0,-0.9219490399045753,0.9219490399045753,0.8525132636989383,971.0302734375,2.5141858662280465,2.3455343968046285,52.0,32.0,16.209925784747135,-0.21875,0.78125,-29.50236927694641,1.974099106000267
e2e_kv_logprob_qwen2.5_0.5b_t0043,completed,0.0000,1.0,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,full,creative,57.5,0.0,73.0,73.0,-0.9832444141738961,0.9832444141738961,0.0,966.40966796875,2.673114880035329,1.0,42.0,32.0,18.290637226402932,0.0,1.0,-31.463821253564674,1.7495289859998593
e2e_kv_logprob_qwen2.5_0.5b_t0044,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,creative,18.40625,-4.991486724271454,22.0,42.0,-5.97473113844535,5.97473113844535,4.991486724271454,966.40966796875,393.36232686567973,147.15503991376565,42.0,32.0,17.13172189990622,-0.9375,0.0625,-191.1913964302512,1.86787995900022
e2e_kv_logprob_qwen2.5_0.5b_t0045,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,creative,18.40625,-2.9801356683947233,22.0,42.0,-3.9633800825686194,3.9633800825686194,2.9801356683947233,966.40966796875,52.63493604142557,19.690487840436518,42.0,32.0,17.71128550886621,-0.6875,0.3125,-126.82816264219582,1.8067576169996755
e2e_kv_logprob_qwen2.5_0.5b_t0046,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,creative,18.40625,-0.2992361457922925,22.0,42.0,-1.2824805599661886,1.2824805599661886,0.2992361457922925,966.40966796875,3.6055724806222162,1.3488281059490281,42.0,32.0,17.10369925878935,-0.15625,0.84375,-41.039377918918035,1.8709402869999394
e2e_kv_logprob_qwen2.5_0.5b_t0047,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,creative,18.40625,-2.9801356683947233,22.0,42.0,-3.9633800825686194,3.9633800825686194,2.9801356683947233,966.40966796875,52.63493604142557,19.690487840436518,42.0,32.0,17.856284280759503,-0.6875,0.3125,-126.82816264219582,1.7920861640000112
e2e_kv_logprob_qwen2.5_0.5b_t0048,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,creative,15.5625,-1.6689469388638827,18.0,42.0,-2.6521913530377788,2.6521913530377788,1.6689469388638827,966.40966796875,14.185089149841378,5.306576704123506,42.0,32.0,16.107640556359808,-0.53125,0.46875,-84.87012329720892,1.986634845000026
e2e_kv_logprob_qwen2.5_0.5b_t0049,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,creative,29.65625,-4.268499254463677,37.0,42.0,-5.251743668637573,5.251743668637573,4.268499254463677,966.40966796875,190.8988427497385,71.41438034538025,42.0,32.0,15.101130130731027,-0.8125,0.1875,-168.05579739640234,2.119046702000105
e2e_kv_logprob_qwen2.5_0.5b_t0050,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,creative,29.65625,-1.6115237125250133,37.0,42.0,-2.5947681266989093,2.5947681266989093,1.6115237125250133,966.40966796875,13.393481410580458,5.010439884425559,42.0,32.0,15.271591423127111,-0.59375,0.40625,-83.0325800543651,2.0953939319997517
e2e_kv_logprob_qwen2.5_0.5b_t0051,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,creative,29.65625,-0.014266022508309106,37.0,42.0,-0.9975104366822052,0.9975104366822052,0.014266022508309106,966.40966796875,2.7115229105994096,1.0143682678402408,42.0,32.0,13.497990203462063,-0.03125,0.96875,-31.920333973830566,2.3707233089999136
e2e_kv_logprob_qwen2.5_0.5b_t0052,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,creative,29.65625,-1.6115237125250133,37.0,42.0,-2.5947681266989093,2.5947681266989093,1.6115237125250133,966.40966796875,13.393481410580458,5.010439884425559,42.0,32.0,14.923224899909444,-0.59375,0.40625,-83.0325800543651,2.1443086340000264
e2e_kv_logprob_qwen2.5_0.5b_t0053,completed,0.0000,0.5,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,creative,24.3125,-0.8755220051480137,32.0,42.0,-1.8587664193219098,1.8587664193219098,0.8755220051480137,966.40966796875,6.415817459426146,2.400127846110883,42.0,32.0,16.215073360313696,-0.34375,0.65625,-59.48052541830111,1.973472416000277
e2e_kv_logprob_qwen2.5_0.5b_t0054,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,creative,43.34375,-5.223312328720567,55.0,55.0,-6.206556742894463,6.206556742894463,5.223312328720567,966.58056640625,495.99048491135795,185.54776250574113,42.0,32.0,16.70181211592469,-0.78125,0.21875,-198.60981577262282,1.9159597640000356
e2e_kv_logprob_qwen2.5_0.5b_t0055,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,creative,43.34375,-0.8490669706425251,55.0,55.0,-1.8323113848164212,1.8323113848164212,0.8490669706425251,966.58056640625,6.248312234600891,2.3374649107928764,42.0,32.0,15.000555315869006,-0.34375,0.65625,-58.63396431412548,2.1332543580001584
e2e_kv_logprob_qwen2.5_0.5b_t0056,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,creative,43.34375,-0.015800231343746418,55.0,55.0,-0.9990446455176425,0.9990446455176425,0.015800231343746418,966.58056640625,2.7156861458258588,1.0159257150182663,42.0,32.0,15.531791157906417,-0.03125,0.96875,-31.96942865656456,2.0602903860003607
e2e_kv_logprob_qwen2.5_0.5b_t0057,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,creative,43.34375,-0.8490669706425251,55.0,55.0,-1.8323113848164212,1.8323113848164212,0.8490669706425251,966.58056640625,6.248312234600891,2.3374649107928764,42.0,32.0,11.900145847926618,-0.34375,0.65625,-58.63396431412548,2.689042673000131
e2e_kv_logprob_qwen2.5_0.5b_t0058,completed,0.0000,0.75,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,creative,33.28125,-0.4391932968464971,48.0,48.0,-1.4224377110203932,1.4224377110203932,0.4391932968464971,966.40966796875,4.147217846620414,1.5514551497934883,42.0,32.0,9.239865562127493,-0.25,0.75,-45.51800675265258,3.46325385199998
e2e_kv_logprob_qwen2.5_0.5b_t0059,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,creative,51.53125,-5.890272644629476,65.0,65.0,-6.8735170588033725,6.8735170588033725,5.890272644629476,966.72119140625,966.3412752246179,361.5038330159033,42.0,32.0,12.053046722689155,-0.875,0.125,-219.95254588170792,2.6549303870001495
e2e_kv_logprob_qwen2.5_0.5b_t0060,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,creative,51.53125,-0.6634396058343555,65.0,65.0,-1.6466840200082515,1.6466840200082515,0.6634396058343555,966.72119140625,5.189742181893948,1.9414587156932657,42.0,32.0,16.391203191607225,-0.3125,0.6875,-52.69388864026405,1.952266690000215
e2e_kv_logprob_qwen2.5_0.5b_t0061,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,creative,51.53125,-0.005191264204768231,65.0,65.0,-0.9884356783786643,0.9884356783786643,0.005191264204768231,966.72119140625,2.687027807222533,1.0052047621638394,42.0,32.0,17.02980943611514,-0.03125,0.96875,-31.629941708117258,1.8790580199997748
e2e_kv_logprob_qwen2.5_0.5b_t0062,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,creative,51.53125,-0.6634396058343555,65.0,65.0,-1.6466840200082515,1.6466840200082515,0.6634396058343555,966.72119140625,5.189742181893948,1.9414587156932657,42.0,32.0,16.78779253086604,-0.3125,0.6875,-52.69388864026405,1.9061469779999243
e2e_kv_logprob_qwen2.5_0.5b_t0063,completed,0.0000,0.9,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,creative,37.15625,-0.45041090863742284,52.0,52.0,-1.433655322811319,1.433655322811319,0.45041090863742284,966.40966796875,4.194001637051011,1.5689567509330469,42.0,32.0,15.677784989234201,-0.21875,0.78125,-45.876970329962205,2.041104659999746
e2e_kv_logprob_qwen2.5_0.5b_t0064,completed,0.0000,1.0,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,full,instruction,42.5,0.0,58.0,58.0,-0.4183502831797341,0.4183502831797341,0.0,961.23095703125,1.5194528199612116,1.0,27.0,32.0,15.457610509442564,0.0,1.0,-13.387209061751491,2.0701776629998676
e2e_kv_logprob_qwen2.5_0.5b_t0065,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,window,instruction,13.59375,-4.382796774611506,18.0,27.0,-4.8011470577912405,4.8011470577912405,4.382796774611506,961.23095703125,121.6498769585941,80.06163492572252,27.0,32.0,16.47472823153283,-0.8125,0.1875,-153.6367058493197,1.9423689149998609
e2e_kv_logprob_qwen2.5_0.5b_t0066,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,h2o,instruction,13.59375,-2.2733774172306767,18.0,27.0,-2.6917277004104108,2.6917277004104108,2.2733774172306767,961.23095703125,14.757149842292446,9.712147457575659,27.0,32.0,15.377735164109675,-0.5,0.5,-86.13528641313314,2.080930621999869
e2e_kv_logprob_qwen2.5_0.5b_t0067,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,snapkv,instruction,13.59375,-0.14990761261708485,18.0,27.0,-0.568257895796819,0.568257895796819,0.14990761261708485,961.23095703125,1.7651892276943366,1.1617269088614401,27.0,32.0,15.201022477774613,-0.0625,0.9375,-18.184252665498207,2.105121550000149
e2e_kv_logprob_qwen2.5_0.5b_t0068,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,pyramid,instruction,13.59375,-2.2733774172306767,18.0,27.0,-2.6917277004104108,2.6917277004104108,2.2733774172306767,961.23095703125,14.757149842292446,9.712147457575659,27.0,32.0,17.01565822452138,-0.5,0.5,-86.13528641313314,1.8806207539996649
e2e_kv_logprob_qwen2.5_0.5b_t0069,completed,0.0000,0.3,e2e_kv_logprob,32,Qwen/Qwen2.5-0.5B,adaptive,instruction,11.28125,-2.17824468173103,13.0,27.0,-2.5965949649107642,2.5965949649107642,2.17824468173103,961.23095703125,13.417971497113045,8.830791796125382,27.0,32.0,15.200605868030173,-0.46875,0.53125,-83.09103887714446,2.105179245999807
